RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG.,X3PM,X3PA,X3P.,FTM,FTA,FT.,REB,AST,STL,BLK,TO,DD2,TD3,year,team.abbr,overall_pick,team,former,college,years_played,games,win_shares,win_shares_40,minutes_played,points,total_rebounds,assists
10,Adrienne Goodson,NA,32,33.4,14.9,5.7,13.3,42.6,0.4,1.7,24.5,3.1,4,76.7,4.3,2.7,0.8,0.3,3.1,0,0,1999,NA,27,Utah Starzz,Chicago Condors (ABL),Old Dominion,7,221,12.1,0.075,29.2,12.2,5.1,2
11,Tonya Edwards,NA,32,32.2,14.8,5.2,14.4,35.7,2.1,6,34.4,2.5,3.1,80.6,3.5,2.6,0.8,0.4,2.1,0,0,1999,NA,7,Minnesota Lynx,Columbus Quest (ABL),Tennessee,4,125,5,0.071,22.7,9,2.3,1.7
12,Shannon Johnson,NA,32,35.8,14,4.7,10.6,44.7,1.3,3.4,36.4,3.3,4.8,68.6,4.7,4.4,1.7,0.4,3.8,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Nykesha Sales,NA,32,32.5,13.7,4.8,12.4,38.5,1.1,3.4,33,3,3.7,80.5,4.2,2.8,2.2,0.3,2.2,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Ruthie Bolton,NA,31,31.3,13.6,4.6,12.7,36.4,1.9,6,32.1,2.4,3,79.8,4.3,2.4,1,0,1.4,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Andrea Stinson,NA,32,32.5,13.6,5.4,11.8,46,0.7,2.1,30.9,2,2.8,73.9,3.5,2.9,1,0.6,2.1,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Vickie JohnsonLV,G,32,33.8,13.3,5.2,12.3,41.9,0.8,2.2,35.2,2.3,2.7,83.7,4.4,3.3,1.4,0,2.1,1,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Sandy Brondello,NA,32,31.3,13.3,4.8,10.8,43.8,1.2,2.4,48.7,2.6,3.1,84.7,2.1,2.3,0.8,0.2,2.3,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Taj McWilliams-Franklin,F,32,32.6,13.1,4.8,10,48,0.6,1.4,44.4,2.9,4.4,66.7,7.5,1.6,1.8,1.2,2.5,8,0,1999,LOS,32,Orlando Miracle,Philadelphia Rage (ABL),St. Edward's University,14,440,53.9,0.159,30.8,11.4,6.8,2
19,Margo Dydek,NA,32,22.9,12.6,4.4,8.8,49.8,0.2,0.6,35,3.6,4.2,85.7,6.4,1.8,0.4,2.4,2.8,4,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Tina Thompson,F,32,33.6,12.2,4.4,10.6,41.9,1.2,3.5,35.1,2.1,2.7,78.2,6.4,0.9,1,1,2.3,3,0,1999,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Kedra Holland-Corn,NA,32,32.3,11.8,3.8,10,38.3,1.8,5.2,34.1,2.4,3.4,70.4,2.1,1.6,2,0.3,2.3,0,0,1999,NA,14,Sacramento Monarchs,San Jose Lasers (ABL),Georgia,7,223,13.1,0.095,24.9,8.7,2.1,1.9
22,Crystal Robinson,NA,32,28.2,11.7,3.9,8.9,43.9,2.4,5.4,43.7,1.5,1.8,84.5,2.8,1.5,1.4,0.3,1.4,0,0,1999,NA,6,New York Liberty,Colorado Xplosion (ABL),Southeastern Oklahoma State University,9,245,26.4,0.143,30.1,10.2,2.7,2
23,Katie Smith,G,30,32.4,11.7,3.8,9.7,38.7,1.7,4.5,38.2,2.4,3.1,76.6,2.9,2,0.6,0.3,1.8,0,0,1999,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Vicky Bullett,NA,32,31.5,11.5,4.4,9.1,48.6,0.3,0.8,37,2.3,3,77.3,6.8,1.6,1.9,1.4,1.9,2,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Tanya Kostic,NA,32,33.3,11.5,3.9,9.4,41.5,1,3.3,31.7,2.7,2.8,93.4,2.3,5.5,1.2,0.1,2.8,1,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Sheri Sam,F,32,34,11.4,4.2,10.8,38.8,1.3,3.9,32.8,1.7,2.5,68.8,4.6,2.4,1.3,0.3,2,1,0,1999,TUL,20,Orlando Miracle,San Jose Lasers (ABL),Vanderbilt,10,328,20.4,0.088,28.3,10.2,4.1,2.3
27,Eva Nemcova,NA,31,29.8,11.1,4,9.5,41.9,1.1,3,36.6,2,2,98.4,3.7,1.6,1,0.7,2.6,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Mwadi Mabika,NA,32,29.3,10.8,3.9,10.5,37.2,1.3,4.6,28.1,1.8,2.4,71.8,4.8,3.5,1.4,0.5,1.8,2,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Merlakia Jones,NA,32,26.7,10.8,4.4,10.2,43.4,0.2,0.6,27.8,1.9,2.4,76.9,3.8,1.6,1.3,0.2,2.1,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Jennifer Azzi,NA,28,29.9,10.8,3.3,6.5,51.4,1.1,2.1,51.7,3.1,3.7,82.7,2.2,3.8,0.9,0.1,2,0,0,1999,NA,5,Detroit Shock,San Jose Lasers (ABL),Stanford,5,141,14.4,0.118,34.7,9.1,2.6,4.5
31,DeLisha Milton-Jones,F,32,26.1,9.9,3.9,7.4,53,0,0,0,2.1,2.7,79.1,5.5,1.6,1.5,0.5,2.2,1,0,1999,ATL,4,Los Angeles Sparks,Portland Power (ABL),Florida,17,499,37.4,0.104,28.8,11.2,5.2,1.8
32,Dominique Canty,G,26,24.8,9.6,2.9,8.8,33.2,0.1,0.7,17.6,3.6,5.2,69.1,3.1,1.5,1,0,1.7,0,0,1999,WAS,29,Detroit Shock,,Alabama,14,380,11.9,0.052,24,7.3,2.5,2.8
33,Edna Campbell,NA,28,26.8,9.6,3.4,9.3,36.4,1.4,3.6,37.6,1.4,2,71.4,1.9,1.3,0.9,0.4,1.7,0,0,1999,NA,10,Phoenix Mercury,Colorado Xplosion (ABL),Texas,7,161,3.6,0.041,21.3,7.1,1.7,1.4
34,Rhonda Mapp,NA,30,26.3,9.5,3.9,7.9,50,0,0.3,11.1,1.6,2.3,72.1,6.4,1.9,0.8,0.4,2,5,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Marlies Askamp,NA,30,26,9.4,3.2,6.6,48.2,0,0.1,0,3.1,3.8,81.6,7.2,0.8,0.7,0.6,1.2,4,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Latasha Byears,NA,32,22,9.2,4.1,7.6,53.7,0,0,0,1.1,1.9,56.5,5.3,1,1.1,0.2,1.9,1,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Kym Hampton,NA,32,26.8,9.2,3.5,8.1,43.1,0,0.1,50,2.1,2.8,74.7,5.6,0.7,0.7,0.6,1.6,2,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Gordana Grubin,NA,32,22.1,8.9,3,7.4,40.3,1.3,2.9,43,1.6,2.1,76.5,2.3,2.8,0.8,0.1,1.7,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Murriel Page,NA,32,28.6,8.8,3.3,5.7,57.4,0,0,0,2.2,3.3,68.3,6.7,0.9,0.8,0.9,1.5,4,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Sophia Witherspoon,NA,32,18.2,8.5,3,7.7,39.6,0.9,2.4,35.9,1.5,2.2,71,1.5,1.2,1,0.1,1.5,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Tangela  SmithLV,C,31,20.4,8.3,3.4,7.6,44.3,0,0.1,50,1.5,2.3,65.3,3.8,0.5,0.8,1.2,1.2,1,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Chasity Melvin,NA,32,22.2,8.1,3,6.8,43.6,0,0,100,2.1,3.1,69.4,4,1.2,0.6,0.7,1.3,1,0,1999,NA,11,Cleveland Rockers,Philadelphia Rage (ABL),NC State,12,393,33.9,0.129,26.6,9.7,5.4,1.3
43,Tamika Whitmore,NA,27,21.2,7.9,3,6.8,43.5,0,0.3,12.5,2,2.9,67.9,3.6,0.7,0.6,0.2,2.1,0,0,1999,NA,30,New York Liberty,,Memphis,11,350,20.4,0.095,24.4,9.6,3.9,1
44,Maria Stepanova,NA,32,17.3,7.8,3,6.2,48.5,0,0,100,1.7,2.8,62.5,5.1,0.8,0.4,1.9,1.3,6,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Michelle Edwards,NA,31,24,7.6,2.8,7.9,35.9,0.5,2.2,21.7,1.5,2.1,69.2,2.3,2.6,0.8,0.3,2.3,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Alisa Burras,NA,31,18.2,7.5,3.3,6.2,53.9,0,0,0,0.8,1.5,55.3,4,0.5,0.5,0.3,1.2,1,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Shalonda Enis,NA,29,29.1,7.4,2.9,7.9,36.4,0.4,1.4,27.5,1.3,2,68.4,5.4,1.6,0.8,0.1,2.1,0,0,1999,NA,13,Washington Mystics,Seattle Reign (ABL),Alabama,5,106,5.8,0.094,23.2,7.7,4.2,0.8
48,Ticha Penicheiro,G,32,35,7.3,2.2,6.9,32,0.2,1.2,15.8,2.7,4.1,66.4,4.8,7.1,2.1,0.2,4.2,0,0,1999,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Teresa Weatherspoon,G,32,33.9,7.2,2.5,5.9,42.1,1,2.6,37.8,1.2,1.8,67.9,3.3,6.4,2.4,0.1,2.5,1,0,1999,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Michele Timms,NA,30,26.8,6.8,2.3,6.4,35.4,1,3,34.8,1.3,1.6,77.6,2.6,5,1.4,0.2,3,0,0,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Sheryl Swoopes,NA,31,35.2,20.7,7.9,15.6,50.6,1.1,2.9,37.4,3.8,4.7,82.1,6.3,3.8,2.8,1.1,2.6,3,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Katie Smith,G,32,37.3,20.2,6.3,15.1,42.1,2.8,7.3,37.9,4.8,5.5,86.9,2.9,2.8,1.4,0.2,2.4,0,0,2000,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Brandy Reed,NA,32,34.1,19,7.2,14.3,50.7,0.6,1.3,41.9,4,4.4,90.1,5.8,2.7,2.1,0.7,2.8,4,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Natalie Williams,NA,29,35.8,18.7,6.2,12.6,49,0.1,0.2,60,6.3,7.9,79.8,11.6,1.8,1.2,0.6,2.7,19,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Lisa Leslie,NA,32,32.1,17.8,6.2,13.4,45.8,0.2,1,21.9,5.3,6.4,82.4,9.6,1.9,1,2.3,3.2,16,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Cynthia Cooper,NA,31,35,17.7,5.8,12.6,45.9,1.4,3.9,35.5,4.7,5.4,87.5,2.7,5,1.3,0.2,3.2,1,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Andrea Stinson,NA,32,35.1,17.7,6.7,14.5,46.2,1.2,3.3,35.8,3.1,4.2,73.9,4.3,3.8,1.7,0.7,2.7,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Chamique Holdsclaw,F,32,35.3,17.5,7.3,15.6,46.5,0.3,1.2,25.6,2.7,4,68,7.5,2.5,1.5,0.6,2.9,9,0,2000,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Adrienne Goodson,NA,29,32,17.2,6.9,14.3,48,0.3,1,27.6,3.2,4.6,68.7,5.7,2.4,1.4,0.2,2.8,1,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Betty Lennox,G,32,30.8,16.9,6.3,14.7,42.7,1.7,4.3,39.6,2.6,3.3,80,5.6,2.6,1.7,0.3,3,3,0,2000,MIN,6,Minnesota Lynx,,Louisiana Tech,12,320,17.1,0.087,24.6,12.1,4.1,2
11,Tina Thompson,F,32,34,16.9,6,12.7,46.9,1.7,4.1,41.7,3.2,3.8,83.7,7.7,1.5,1.5,0.8,2.6,7,0,2000,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Sophia Witherspoon,NA,32,33.2,16.8,5.5,14.3,38.4,1.9,5.1,36.8,4,4.6,87.1,3.3,2.1,1.2,0.3,2.8,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Yolanda Griffith,NA,32,32.1,16.3,6,11.3,53.5,0,0,0,4.3,6.1,70.6,10.3,1.5,2.6,1.9,2.6,14,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Nikki McCray-Penson,NA,32,32.7,15.5,5.2,12,43.4,1.6,4.7,33.1,3.5,4.6,76.9,1.8,2.7,1.4,0.2,2.8,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Wendy Palmer,NA,32,28.6,13.8,5.2,11.7,44.8,0.4,1.5,25,3,4.2,70.4,6.8,1.2,0.6,0.3,2,5,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Tari Phillips,F,31,31.5,13.8,5.5,11.7,46.7,0.1,0.3,25,2.7,4.2,65.4,8,0.9,1.9,0.7,2.7,11,0,2000,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Taj McWilliams-Franklin,F,32,34.3,13.7,5.4,10.3,52.4,0.2,0.5,29.4,2.7,3.8,71.3,7.6,1.7,1.8,1,2.6,5,0,2000,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Adrienne Johnson,NA,32,34.4,13.6,5.5,12.3,44.5,1.6,4.6,35.1,1.1,1.2,89.5,2.8,1.7,0.8,0.1,1.8,1,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Nykesha Sales,NA,32,31.1,13.4,5.3,12,44.4,1.5,3.7,39.5,1.3,1.9,69.4,4.3,2.2,1.5,0.4,2.1,1,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Ruthie Bolton,NA,29,29.9,13.1,4.6,12.7,36.1,1.7,5.5,31.3,2.2,2.9,76.2,3.7,2,1.2,0,1.6,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Sheri Sam,F,31,29.2,12.8,4.7,12.3,38.7,1.1,3.9,29.2,2.2,3.2,67,4.3,2.1,1.1,0.2,2.4,0,0,2000,TUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Jennifer Gillom,F,30,27.5,12.5,4.6,10.5,44,0.6,2.3,27.5,2.6,3.5,74.5,3.9,1.5,0.7,1,2,0,0,2000,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Mwadi Mabika,NA,32,29.4,12.3,4.1,10.5,38.8,1.9,5,38.4,2.3,2.8,82,5.6,3.1,1.8,0.6,1.6,2,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Vickie JohnsonLV,G,31,33,12.3,4.6,10.5,44.1,0.9,2.3,38,2.2,2.5,88.2,4.4,2.5,0.7,0.2,1.8,2,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Tangela  SmithLV,C,32,28.9,12.1,5.5,11.6,47.4,0,0,0,1.1,1.4,78.3,5.6,1.3,0.9,2,1.9,2,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Kara Wolters,NA,31,25.6,11.9,4.8,8.5,56.1,0,0,0,2.4,3.2,74,5.3,1.3,0.4,1.6,2.4,3,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Shannon Johnson,NA,32,35.2,11.9,3.8,9.7,39.5,0.9,2.8,33.3,3.3,4.5,74.3,4.8,5.3,1.8,0.2,3.2,4,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Rhonda Mapp,NA,30,28.5,11.9,4.6,10,46,0.3,0.7,36.4,2.4,2.9,83,6.8,2.1,1,0.8,2,5,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,DeLisha Milton-Jones,F,32,30.7,11.8,4.7,9.2,51.2,0.1,0.3,25,2.4,3.2,74.5,6.1,2.1,1.4,0.9,2.1,5,0,2000,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Chasity Melvin,NA,32,28.3,11.7,4.3,9,47.1,0,0.2,14.3,3.1,4.3,73,5.4,1.9,0.9,0.6,1.9,1,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Sylvia Crawley,NA,31,30,11.5,4.6,9.6,48,0,0.1,0,2.3,3.3,69.6,6,1.1,0.9,0.8,2.8,3,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Merlakia Jones,NA,32,29.6,11,4.8,10.1,47.4,0.4,1.4,31.1,1,1.5,68.1,4.3,2,0.9,0.1,1.9,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Rita Williams,NA,32,31.7,11,3.5,8.6,40.9,1.5,4.1,37.4,2.5,3.4,73.1,3,3.2,2.4,0.1,2.2,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Becky HammonLV,G,32,26.1,11,3.7,7.9,47.2,1.6,4.4,36.9,1.9,2.2,88.4,2,1.8,0.9,0,1.9,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Tamecka Dixon,NA,31,28.5,10.9,4.3,9.4,45.4,0.4,1.1,35.3,2,2.5,80.5,3.4,3.1,1.3,0.3,1.9,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Astou Ndiaye-Diatta,NA,32,27.1,10.8,4.9,10.4,47.4,0,0.2,16.7,0.9,1.6,56.9,5.8,1.3,0.7,0.7,2,2,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Vicky Bullett,NA,32,34.2,10.7,4.5,9.2,48.6,0.3,1.1,32.4,1.4,2,71.4,5.7,1.3,2,1.5,1.8,2,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Tonya Edwards,NA,32,28.9,10.6,3.5,9.3,37.6,1.1,3.6,30.7,2.5,3.2,78.2,2.4,1.8,1.1,0.3,2,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Monica Maxwell,NA,32,32.2,10.4,3.4,8.9,38.6,1.9,4.9,39.7,1.6,1.8,86.2,5,2,1.5,0.5,2,1,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Elena Tornikidou,NA,32,27.2,10.3,3.8,7.5,50.6,0,0.3,12.5,2.7,2.9,91.4,3.4,2.6,0.9,0.4,2.1,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Korie Hlede,NA,31,28,10.1,3.8,8.4,45.4,0.8,1.9,43.1,1.6,2.3,72.9,3,3,1.2,0.1,2.5,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Alicia Thompson,NA,31,25.5,10,4.2,8.2,51.4,0.6,1.3,45,1,1.4,71.4,5.1,1.3,0.8,0.1,1.7,1,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Murriel Page,NA,32,32.7,9.8,4.1,6.9,59,0,0,0,1.6,2.9,56.5,6.5,2,0.7,1,2,4,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Kedra Holland-Corn,NA,32,29.2,9.8,3.5,7.9,43.9,1.4,3.8,36.1,1.4,2.1,69.7,2.2,2.5,1.3,0.2,2.3,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Margo Dydek,NA,32,24.2,9.2,3.3,7.4,44.5,0.1,0.4,14.3,2.6,3.2,79.6,5.5,1.6,0.6,3,2.6,2,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Dominique Canty,G,28,28,9.2,3,7.3,40.9,0,0.2,0,3.3,4.7,69.5,2.5,2.9,1.8,0.2,1.8,0,0,2000,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Crystal Robinson,NA,27,26.7,8.8,3.2,7.4,42.8,1.3,3.8,35.3,1.1,1.2,90.9,2.5,1.8,0.9,0.4,1.2,0,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Kamila Vodichkova,NA,23,21.3,8.7,3,7.4,39.8,0.2,0.9,20,2.6,3.4,76.9,4.2,1,0.6,0.5,2.5,0,0,2000,NA,9,Seattle Storm,BK Gambrinus,,7,202,13.3,0.11,24,8.8,5.1,1.4
49,Tamika Whitmore,NA,32,21.5,8.7,3.4,7.9,43.1,0,0.1,0,1.8,2.6,70.2,3.3,0.6,0.5,0.5,1.7,1,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Rushia Brown,NA,30,22.6,8.4,3.1,6.2,49.7,0,0.1,50,2.2,2.6,84.6,4.1,1.5,1.3,0.4,2,1,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Michaela Pavlickova,NA,10,0,36.6,0,0.2,0,0,0,0,0.1,0.2,0,0.6,0.1,0,0.2,0.1,0,0,2001,NA,24,Utah Starzz,,Denver,2,18,0,-0.032,2.8,0.4,0.6,0.1
2,Keitha Dickerson,NA,4,0,30.3,0,0,0,0,0,0,0,1,0,0.3,0.3,0,0,0,0,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Katie Smith,G,32,38.6,23.1,6.4,16.2,39.3,2.7,7.5,35.4,7.7,8.6,89.5,3.8,2.2,0.7,0.2,2.7,1,0,2001,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Lisa Leslie,NA,31,33.3,19.5,7.1,15.1,47.3,0.7,1.9,36.7,4.6,6.2,73.6,9.6,2.4,1.1,2.3,3.2,16,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Tina Thompson,F,30,36.7,19.3,6.6,17.6,37.7,1.5,5,29.3,4.6,5.4,84,7.8,1.9,1,0.7,2.9,11,0,2001,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Janeth Arcain,NA,32,36.1,18.5,6.8,15.9,42.6,0.7,2.1,33.3,4.2,4.7,90,4.3,2.9,1.9,0.1,2.6,0,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Chamique Holdsclaw,F,29,33.6,16.8,6.4,16.1,40,0.4,1.6,23.9,3.5,5.1,68.2,8.8,2.3,1.5,0.5,3.2,10,0,2001,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Yolanda Griffith,NA,32,33.7,16.2,6,11.5,52.2,0,0,0,4.2,5.8,72,11.2,1.7,2,1.2,2.3,18,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Tari Phillips,F,32,32.8,15.3,6.5,12.8,50.7,0,0.1,0,2.3,3.9,58.4,8,1.1,1.5,0.5,2.6,10,0,2001,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Lauren Jackson,F,29,34.5,15.2,5.1,14,36.7,1.4,4.4,31,3.6,4.9,72.7,6.7,1.5,1.9,2.2,1.8,4,0,2001,SEA,1,Seattle Storm,Canberra Capitals (Australia),,12,317,73,0.288,32,18.9,7.7,1.4
11,Jackie Marie Stiles,NA,32,32,14.9,4.9,12,40.5,1.6,3.6,43.1,3.6,4.7,77.9,2.4,1.7,0.8,0.1,2.1,0,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Natalie Williams,NA,31,0.6,14.2,5.5,11.3,0,0,0.1,0,3.1,4.3,0,9.9,1.8,1.3,0.3,2.3,17,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Andrea Stinson,NA,32,31.4,14.1,5.6,11.6,48.4,0.9,2,44.6,2,2.5,79.7,4.3,2.8,1.3,0.6,2.2,1,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Sheri Sam,F,32,34.4,13.9,5.6,13,43.2,0.8,3.1,27.6,1.8,2.4,75,4.3,2.8,1.7,0.3,2.7,0,0,2001,TUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Nykesha Sales,NA,32,32.5,13.5,5.2,11.8,43.8,1.3,4.3,31.4,1.8,2.3,78.4,5.4,1.8,2.2,0.2,2.3,2,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Merlakia Jones,NA,30,33.3,13.5,5.5,12.6,43.8,0.3,1.1,26.5,2.2,2.7,79.3,5.5,1.5,1,0.1,1.8,3,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Svetlana Abrosimova,F,26,32.5,13.2,4.4,11.3,38.9,0.7,2.9,25,3.7,5.1,72.7,6.7,2,1.6,0.3,3.3,6,0,2001,SEA,7,Minnesota Lynx,,UConn,10,263,9.6,0.061,24.2,9.2,4.1,2.1
18,Sandy Brondello,NA,29,29.3,12.7,4.9,11.9,41.3,0.9,2.3,39.4,2,2.4,81.4,1.7,2.2,1,0.1,1.2,0,0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Taj McWilliams-Franklin,F,32,33.1,12.6,4.9,10.3,47.4,0.1,0.3,20,2.7,3.7,74.4,7.6,2.2,1.6,1.6,2.5,8,0,2001,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Jennifer Gillom,F,32,26.8,12.3,4.7,11.1,42.3,0.8,2.2,34.3,2.2,3,74,4,1.1,1,0.6,2.2,1,0,2001,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
